dataset_version,file_name,source,manifest_row_index,audio_path_resolved,duration_sec,duration_bin,transcript_raw,transcript_len_chars,transcript_len_words,timestamp_ms,recording_device,audio_sha256,transcript_sha256,pair_sha256,split,duplicate_audio_flag
v1,euphonia_0127f75f1dad4124e0c94b00af1c2eef.wav,euphonia,2870.0,/Users/skinner/Downloads/takeout-E407/euphonia_0127f75f1dad4124e0c94b00af1c2eef.wav,6.223,"(3.0, 10]",There is no one in your family circle.,38.0,8.0,1572990156846.0,macbook_pro,4e125cb9c57c6e0e6f64e22d961fd04f6d1797517a288666638094d0e7b72108,3cf33e7e7c23e3a76d616af6071acc46ff7786001f6a5552646ce5de0cfc15aa,6819d2c3fa87f8332d6269f4f8eeab6ac396ea1cc0800a06b42f93c771fc0a03,train,False
v1,euphonia_014507b1dc0f7c9a309a18164d7240be.wav,euphonia,2069.0,/Users/skinner/Downloads/takeout-E407/euphonia_014507b1dc0f7c9a309a18164d7240be.wav,1.579,"(1.0, 3]",Tap.,4.0,1.0,1572293964867.0,macbook_pro,4a117bb91b5d54f7d8d60da1c50f8e546aac79b9c71471ee386c89937757db8d,ca3c5adb3bcb0082ad1af33c894b7c65f3d48d989907145e402385b6ac641aba,ab331007edb55810c689a6d1cdaa9928a4593081f6555cc23557566bfb8dbebb,train,False
v1,euphonia_01450fe5b5e9c8c81bc01194aeed13ee.wav,euphonia,3481.0,/Users/skinner/Downloads/takeout-E407/euphonia_01450fe5b5e9c8c81bc01194aeed13ee.wav,6.78,"(3.0, 10]",Where will you find such a girl?,32.0,7.0,1573851881497.0,macbook_pro,d8276c5d80ec4878a0de6f2f14fb542b438a1cedaa65721f4c713d14c97df66d,651e3f45641aed414dae43ffda6ce7a9eb7c050f0a2ab7792747a3ba7755713e,92dda37a6711759810af82811b470e9afd085d28cff4465603f75f94b3c5edc1,train,False
v1,euphonia_01590d77f7709c4ae5aa68d74c8c9771.wav,euphonia,3049.0,/Users/skinner/Downloads/takeout-E407/euphonia_01590d77f7709c4ae5aa68d74c8c9771.wav,6.316,"(3.0, 10]",Continue onto East Central Avenue.,34.0,5.0,1573163683073.0,macbook_pro,326381225124b2236a34d088ce9047e800124cd9036396c05c88e375b26c103c,82a9faaecdf3a601968d2d61aa718708126fbd61528929bf90c5c8d5c765616d,8ddde0cc4f55870a1bcbb1ab50f949116188ee80958851a779ecdc35028db450,train,False
v1,euphonia_016540485e0fea2e84b98e17dc68b69f.wav,euphonia,660.0,/Users/skinner/Downloads/takeout-E407/euphonia_016540485e0fea2e84b98e17dc68b69f.wav,3.065,"(3.0, 10]",When you come back.,19.0,4.0,1566088102223.0,macbook_pro,d9b58a8225309d5fe1a888154d9c5b4ba239a637f7f111b38e63686cb360a25a,e12a41ccc1e8f165fb2116b7af76d5966b4434011122ad0a3ade206d3dc2d0e7,6759a80121482fa27803cfcecaa6e385dc83859bdbb3869d066d0f22e14deb83,train,False
v1,euphonia_01687e20b49afef95099b98c019649cc.wav,euphonia,2469.0,/Users/skinner/Downloads/takeout-E407/euphonia_01687e20b49afef95099b98c019649cc.wav,7.059,"(3.0, 10]",The capital of Washington is Olympia.,37.0,6.0,1572547478806.0,macbook_pro,5203bd86c55dbab83f956b94dfb8952570f9b274269d93cdb55104767adb23c6,86bd46f6cd32727aa5995c84c9b15df10f5e4b5bf7caccb6dd4493fefa38b96a,63d334051ee244a5b38e8a163f9d58b2c1e8cc7cbefb0c2d48a8981782745301,train,False
v1,euphonia_01719187bf314a67719fe442a00d5969.wav,euphonia,1307.0,/Users/skinner/Downloads/takeout-E407/euphonia_01719187bf314a67719fe442a00d5969.wav,4.18,"(3.0, 10]",We will get to it later.,24.0,6.0,1566677906499.0,macbook_pro,4f6da2a5c995658b4530b130ff7c6754d0a28adc03924f2678863b226a3df61a,6d673802247b6e2553536f2f2ab3dba14b32c57dc36e45ec01cdb850f9dec888,c6d2ea544cf38433999cfbaa0ef3c99031a4682bcbfbbf69a3834e37596a5836,train,False
v1,euphonia_018541ad0b2c6e96b88d5c80cfadd41b.wav,euphonia,1498.0,/Users/skinner/Downloads/takeout-E407/euphonia_018541ad0b2c6e96b88d5c80cfadd41b.wav,2.694,"(1.0, 3]",set an alarm,12.0,3.0,1566772289570.0,macbook_pro,65b3051a50e0e1b0193651b91175db70571913e72fc2532dfc411fc671caa262,73b99b6675433709b2a75356bc800a65d84faa48281f7d748751514697a6ec19,c8cfff2f29ad4612295e763181914fbe6780be4962e2ebf86cdf81ed436a3fec,train,False
v1,euphonia_01fd68221323281dcfd8cca30520edae.wav,euphonia,1007.0,/Users/skinner/Downloads/takeout-E407/euphonia_01fd68221323281dcfd8cca30520edae.wav,2.229,"(1.0, 3]",Keep going,10.0,2.0,1566451320122.0,macbook_pro,450508bb86ba112536ef82ecf5e1c8b1be5d968c6d6d16dfdf7474335f84e59b,9d7fd0e0bd0ac15500730fda0e9103d7e4c7dbcdadff9a2db43f262ff1e24d38,80fdf38f0dc392526a7f05947e45b424fb2c3758c3c84078829106e425d43865,train,False
v1,euphonia_0204e4fb892668daca9f720084785e78.wav,euphonia,2761.0,/Users/skinner/Downloads/takeout-E407/euphonia_0204e4fb892668daca9f720084785e78.wav,3.437,"(3.0, 10]",Is that everything?,19.0,3.0,1572901575046.0,macbook_pro,8257476d77ed21feb55c79df5a91b30f730daad0518e65ff4474f73979acfd5c,a9fe8af1b1ec08ef1ae0639662bbccbb7edc72e60f7a4a58914a8da702771653,51623ded5dbd968061c617416de23ab62326b295911049abe40c33643a29998c,train,False
v1,euphonia_0215389a41e0b37e09854241f79e6b70.wav,euphonia,1654.0,/Users/skinner/Downloads/takeout-E407/euphonia_0215389a41e0b37e09854241f79e6b70.wav,2.508,"(1.0, 3]",I need a haircut,16.0,4.0,1566773185149.0,macbook_pro,d540443109fc7edf7271bc34c6770f06b0f147086a826bbf92055de67823ccb1,57717adba570a1e78885623af41c03409171b681b034988fb7f73f74e1efdbcc,a93b9d087aee0e19fdd7a0e1cd2857faf7e3f36a07bab3ca142c5512761cb328,train,False
v1,euphonia_022c4c5ea5409affe71c77be4127e5d4.wav,euphonia,275.0,/Users/skinner/Downloads/takeout-E407/euphonia_022c4c5ea5409affe71c77be4127e5d4.wav,2.972,"(1.0, 3]",skip this song,14.0,3.0,1565722635360.0,macbook_pro,9600cdcc08e1fd296761c2f57bd9fc4ba0ead954814f0a4a93c15c0ccbb9cd7f,00da8a8c8846b3a29fbd0bdc2348e34134c9338ab4e73e352c2dbb31ea085bbe,2802b939d2db44fc55b093dc4f1b50e815338026b51da1b845b1822c283096d4,train,False
v1,euphonia_0235855e33995b33e2cea1524448eac1.wav,euphonia,809.0,/Users/skinner/Downloads/takeout-E407/euphonia_0235855e33995b33e2cea1524448eac1.wav,3.065,"(3.0, 10]",I have a headache.,18.0,4.0,1566274384745.0,macbook_pro,2fa65682ca6236c6ef127baf2bf2f7aa50e692b640ecbee460adc7d3e559de73,0303528602a4fee2823302448c82998c0491bca904233853cd8b89bfa3978187,afcfaef979839a920e469cabf807a135ba4d1321e59af9a24d2edcbba5d0d59f,train,False
v1,euphonia_0246b04fff9e7ccf9a691286022dfe62.wav,euphonia,1457.0,/Users/skinner/Downloads/takeout-E407/euphonia_0246b04fff9e7ccf9a691286022dfe62.wav,1.486,"(1.0, 3]",restart,7.0,1.0,1566678728683.0,macbook_pro,3319399ee51d4b032169caa67daee3c42dbfd382e14616a9acab909985eaa77b,3ace60b0a0c1b6c9345e31494142947aa97d4ef4912e895d8795663393819759,58b73b2b6386c2637bf040d97a2f570c4969bdcf31d1ee6c133e295820f5831c,train,False
v1,euphonia_0276c3f53802f1773a5b1f1c385b3f24.wav,euphonia,3271.0,/Users/skinner/Downloads/takeout-E407/euphonia_0276c3f53802f1773a5b1f1c385b3f24.wav,2.879,"(1.0, 3]",Take him away.,14.0,3.0,1573679613495.0,macbook_pro,79047155013c5cf4754f50cb5cf6b22dde27c8074640f0064a78e9527eeb3e2c,253bb019a182bf62b6f6cddb2a5e7e93fab933e3e982513666ef828fe242dcd2,15d6b0cab258724e84cf537ec8c1c88a9f6265fd7f8f35217febe37da75d02a6,train,False
v1,euphonia_0287bc80db32eece7abd9cd633f37ccb.wav,euphonia,2432.0,/Users/skinner/Downloads/takeout-E407/euphonia_0287bc80db32eece7abd9cd633f37ccb.wav,2.415,"(1.0, 3]",Need I say more.,16.0,4.0,1572465449279.0,macbook_pro,b657af70c3dc82bd264aa7bca1310ea28a4db0a6cf62a68b60f7d11ee47bac91,e3afffb4676107fe3b9e84f8e74c9d85ed3cd1d2dc1122eb5cc2ead3e5f761e8,17b9c876c9270ab3678cb244606d402154864777b19353d647a4547a28016817,train,False
v1,euphonia_02aef20ae152dafdc8979d4f904e6eef.wav,euphonia,2442.0,/Users/skinner/Downloads/takeout-E407/euphonia_02aef20ae152dafdc8979d4f904e6eef.wav,3.529,"(3.0, 10]",A Siberian Husky.,17.0,3.0,1572465537401.0,macbook_pro,3e2eabd3874befd508bae3215c368377a75dbb010d8d67ad614c9324fa412aa1,e07579008593e4df594f76cb84713321712c5ecddbdb470ffaf8ea1d53b39189,3665590bf3e81e1447eb49f5e63f640c0c90deb3916b5278be90b738cd535d36,train,False
v1,euphonia_02bd6de20ee6c3e8581a78c92e23ecc8.wav,euphonia,2847.0,/Users/skinner/Downloads/takeout-E407/euphonia_02bd6de20ee6c3e8581a78c92e23ecc8.wav,3.808,"(3.0, 10]",Thanks for reminding me.,24.0,4.0,1572989882486.0,macbook_pro,a15e191bdd89495ffaafccfcfd9a3fa392dc94d8463f604baf4bd7601e87e38a,b85b190b53cb18b24ddff6260f2233f3f1f69654c9044db0ec659310338bc9c3,c05bc52e3ec29a44ada96f70909ff3fceece231f43abc1692c5ea3b922177975,train,False
v1,euphonia_02ecafb7bf193b97f86209676b8286d0.wav,euphonia,2900.0,/Users/skinner/Downloads/takeout-E407/euphonia_02ecafb7bf193b97f86209676b8286d0.wav,4.087,"(3.0, 10]",I know its the wiring.,22.0,5.0,1573073582887.0,macbook_pro,71cef78e1ffcc66d25a23a00df579e9d3512163961547f0a3ad565ff55c9e66e,57d33dc8811beeeab0594a71b553b15e60d6b3347b1078252cf2d7186645b077,74671939dd22c3116fc75d94db181d8f18e9a9203ca551f4d71dc4fc0ea74186,train,False
v1,euphonia_03177e61a336b8cb207de7fdc66cd59c.wav,euphonia,2918.0,/Users/skinner/Downloads/takeout-E407/euphonia_03177e61a336b8cb207de7fdc66cd59c.wav,7.709,"(3.0, 10]",The capital of Indiana is Indianapolis.,39.0,6.0,1573073780944.0,macbook_pro,7931e1e4f2d045fcde45fcab6432d4e96a3bf2384261f649c6c3de5e436cecc7,6c7700529c38e0f433d88c881f3091444aaf20f510ffd44dd5598807e6e8eb97,b55f787f455b52e26c4b13edf2bc2942a8a2253dd9b6133bf5053c96981e814f,train,False
v1,euphonia_0375f75e6e3037921ba8ed7506661a7c.wav,euphonia,2096.0,/Users/skinner/Downloads/takeout-E407/euphonia_0375f75e6e3037921ba8ed7506661a7c.wav,2.972,"(1.0, 3]",turn device off,15.0,3.0,1572294150967.0,macbook_pro,1e523c3a1d469383b7b45d437b1679a547e3db2528c95d6433014452586b9cf6,6a8404f30f92a1060cccbc40bd6785f0676058ef421797d301241be4a2d69a27,9203e766e151484407496759af30982c08c16cc6bf9f53b8415acd3548df7aa1,train,False
v1,euphonia_03ad18316751026c75fecc5483bd9882.wav,euphonia,3294.0,/Users/skinner/Downloads/takeout-E407/euphonia_03ad18316751026c75fecc5483bd9882.wav,9.009,"(3.0, 10]",Try asking for directions to a particular city or business.,59.0,10.0,1573679870741.0,macbook_pro,accf39b540c4f91a95b92fb7e843f9c7e585b4727303e27576e1d66c9818c55b,f043fb709f0613f4c6845508ddee3bdb043b88117eeb9245644132eae69b0014,c62052db927bec536dcc80fc2871370f12f34ea46ec9cb9c1e3e98df71d0cf0b,train,False
v1,euphonia_03e8cfa7c79698b6f89f429117f4fd9d.wav,euphonia,2402.0,/Users/skinner/Downloads/takeout-E407/euphonia_03e8cfa7c79698b6f89f429117f4fd9d.wav,6.223,"(3.0, 10]",Better practice the seaweed shuffle.,36.0,5.0,1572465088358.0,macbook_pro,04b18a98a7f0a62e4ad22fda0974af258aefe4047eceb9a50f57a56cf21049a5,d319cbcc2fe6ee5171dd9a92d6af59abc1722ce9d457558db7ff753c75ea1ad6,3406f8975c37d3b7f994fe0b78d11279aff5dca995331e691281f25853885fc2,train,False
v1,euphonia_03f7fda04bc4d365231d96c3835e07f3.wav,euphonia,3181.0,/Users/skinner/Downloads/takeout-E407/euphonia_03f7fda04bc4d365231d96c3835e07f3.wav,5.108,"(3.0, 10]",warm southern wind,18.0,3.0,1573500924268.0,macbook_pro,ccca4f4523c23ec2b44417ac5a9258de3e57d4a796cedc82b3e64b43f83b7456,1ae7b6c8e248353dfb5bd48aab9e6ad9b1313b1fd302b01645f38891178d9b6e,a466a504f9fb168a699cc0b98daf2b0058c471b91eb5aec64bbd0809ef7d4c11,train,False
v1,euphonia_04077debe4dfb3c3096da6561769e9ef.wav,euphonia,1093.0,/Users/skinner/Downloads/takeout-E407/euphonia_04077debe4dfb3c3096da6561769e9ef.wav,3.901,"(3.0, 10]",turn off hallway lights,23.0,4.0,1566495880720.0,macbook_pro,954e0b5d295c038481230d809d2e0602d25b02537d20fe91a2d37aa256d95eeb,b7d88b8f562c3f09b1dd8b6ced5329353b5df36b65d893759934683f72178300,7321bf080a2909efee3446d0de18af5e5c99a203d6eb99d2ba0535fc57cea814,train,False
v1,euphonia_04104d550b9ab69f3d6b952a91b7b12d.wav,euphonia,1800.0,/Users/skinner/Downloads/takeout-E407/euphonia_04104d550b9ab69f3d6b952a91b7b12d.wav,11.517,"(10.0, 30]",My mom always yells at me because I never blow dry my hair.,59.0,13.0,1575059739878.0,macbook_pro,8bfec034b51273563052b63fc72e6a4e700c9c64b01933996d4623b249618646,77103338631e48e5d555d732a98a411b1f8018f35c3de4b23e0e97b6150e126a,5c8d9cb0e0134d21bbca4cf3607ffe0dc4ac10e9e1318417049961d51bf05bfa,train,False
v1,euphonia_0421327be22cf662595e409bc261fdf4.wav,euphonia,2616.0,/Users/skinner/Downloads/takeout-E407/euphonia_0421327be22cf662595e409bc261fdf4.wav,3.994,"(3.0, 10]",Are you in with them?,21.0,5.0,1572634684570.0,macbook_pro,0d9bfd7983755d0a6fa4a04d2fc482031a554c81651bac1bf063e604729da438,88469e875b90fa2bca3bb1fa2dc13a3102f9635547ee7a4053182ce8c8580c62,47730b1d526767486a62d14e9e4d43f761cb0a82c70c92682e6b7a7929645cf3,train,False
v1,euphonia_042c3b09a7feab9c94c60f9a5fa5902e.wav,euphonia,1994.0,/Users/skinner/Downloads/takeout-E407/euphonia_042c3b09a7feab9c94c60f9a5fa5902e.wav,1.672,"(1.0, 3]",between,7.0,1.0,1572293425967.0,macbook_pro,6b3fc2594f58033c0d876ac13fbb6bc54579403f0865d5306874d08fcc0b6a5f,fbb27fbdc4f4dd04e21693a3b56c311cd37f743174c1bad4fc27467605426c28,48fed6c81cd02b7b9f3ebb8f028018475763f4645ffc014bbef2da40c3f829cc,train,False
v1,euphonia_04495d1e936ff83973400425385ca450.wav,euphonia,2607.0,/Users/skinner/Downloads/takeout-E407/euphonia_04495d1e936ff83973400425385ca450.wav,5.201,"(3.0, 10]",The value V represents volume.,30.0,5.0,1572634544554.0,macbook_pro,c966dd7ef2c7ba75cb89902359c72720c77e17e04bd05914156013b9a7b04bbe,65af43fecb1baa6e7751add7d2064b11cffd04e7247317a1d1e2b358f46508db,72935f3d047c628ea11b38cfbd154297a86ff6df7d93f095b29b2ad6a23bf752,train,False
v1,euphonia_04775e8eb8eef2299b0a91ff378fa49e.wav,euphonia,3344.0,/Users/skinner/Downloads/takeout-E407/euphonia_04775e8eb8eef2299b0a91ff378fa49e.wav,3.622,"(3.0, 10]",Just doing my thing.,20.0,4.0,1573680407515.0,macbook_pro,31c2361002d6a8d45a2b27e4295171af98b08367e27e8da0b29e24c274cbc4a7,7e8e052250ce8ab824df356cb51433385a0878f5e465ffe8cec2ae145b9124de,6d46a8191d9d85a7cb9a6c23cd131af40adacdc3befa88d159f2af3d8c52baee,train,False
v1,euphonia_0484344e31540be74625c7fcd2583e84.wav,euphonia,2649.0,/Users/skinner/Downloads/takeout-E407/euphonia_0484344e31540be74625c7fcd2583e84.wav,5.573,"(3.0, 10]",But it proved impractical.,26.0,4.0,1572635101830.0,macbook_pro,fc280f5eee30ed13bbb7c9ac7fb6ff945b7f9c65b7f85d46ab85e86f4e1f0b7c,d0ad53fc49ec31bc74300a8d8b4096c1ccfa2d564339f354e32346b1d6f1f685,14d8c1636208e37a5585fb8e8caee7b311c3e66117da25c62ac4a2428b4b95b2,train,False
v1,euphonia_048f416809b39207d5edada2db8ec3ed.wav,euphonia,2969.0,/Users/skinner/Downloads/takeout-E407/euphonia_048f416809b39207d5edada2db8ec3ed.wav,6.966,"(3.0, 10]",It provides useful tensile strength.,36.0,5.0,1573074339889.0,macbook_pro,5d66b66cdad24a81fbbd6a5864e14063709ccc22ae8f736833d0b561fa436cde,5bfd51d7ac0f06e7c34cf78648c67ffee90c527b1078c678f5a70ca7bfd481b1,1af84159f3300c5c318d1fdd1cbbf5642e5ec3c948fd7b14b0e0cdd32d4daeff,train,False
v1,euphonia_04b1aaf191193c40026607e52937707a.wav,euphonia,2276.0,/Users/skinner/Downloads/takeout-E407/euphonia_04b1aaf191193c40026607e52937707a.wav,3.158,"(3.0, 10]",Select the previous.,20.0,3.0,1572378130019.0,macbook_pro,9214d3ac87006a255a9f88ab834fcb1adde355be0851995efd1d02992a66d8b2,0a483848d6ac0f5058e708828cbc224447efc2a4a4966d54674b7ca90bad3e4c,9ace4db56e2205c1cb5a58858e261c82bf8af8e36c52cd20bd6cf7255be206e5,train,False
v1,euphonia_04b690166d7a47901187740d792faef9.wav,euphonia,2799.0,/Users/skinner/Downloads/takeout-E407/euphonia_04b690166d7a47901187740d792faef9.wav,8.545,"(3.0, 10]",Why begin 2011 on a complete downer?,36.0,7.0,1572989329325.0,macbook_pro,2fd4c095b72ec88f7ffa8ae2d6b19b4f6823ae9dbe49c35801b36601fa725625,5fb2aa9db5f618322297afcbc32456080e0d8b5ccd7d909f67c3e7d5909c4982,96216ac685a53d31e3733ee0b98d384695e6484f3495327e6076cb00bf3b4e9d,train,False
v1,euphonia_04cb3c4d2279df2644cc4f57a328c5e2.wav,euphonia,1554.0,/Users/skinner/Downloads/takeout-E407/euphonia_04cb3c4d2279df2644cc4f57a328c5e2.wav,2.879,"(1.0, 3]",play country music,18.0,3.0,1566772516334.0,macbook_pro,dbcbda7b7ed1fe7e68a4b9274777b5249f3abcf86e5cc1e28c965e577b6f80d2,834df09dab47c841c5a318cd98a885f2e4928805c7ef8b61890372c0f6bb7d89,3620ef87aa58727b89ad5af3b3f0566cb03ebc0afd288d401e9b9a25fd02389f,train,False
v1,euphonia_050e2e0756079c272fa433b5b4d2b20c.wav,euphonia,888.0,/Users/skinner/Downloads/takeout-E407/euphonia_050e2e0756079c272fa433b5b4d2b20c.wav,3.251,"(3.0, 10]",change the song,15.0,3.0,1566353775263.0,macbook_pro,53f4417a53bba455a551e96abc6fc3c34261d236fe7f67c5928cccf5c81788de,1e34baefc2f4b228ed30c345437abb339250e16731fab4a1526a2816708804da,5e940e26b9611e0774772e68671bc77328ccef5bfcc4faaa1ffb1199c2bf6800,train,False
v1,euphonia_05258f834604fdad3d162060f78f0833.wav,euphonia,1999.0,/Users/skinner/Downloads/takeout-E407/euphonia_05258f834604fdad3d162060f78f0833.wav,1.858,"(1.0, 3]",Go home.,8.0,2.0,1572293458923.0,macbook_pro,6a6eec00635645d81ae6fc1d053bda4036a62914bfde82f68d7d37166156fd2a,5206246af8e979960de6110eefd8b29b4ae901141efe7c88f76526f352cf92c1,33a3f830aa75a52a49c69848890f162b97f8a5c935b84d5609cd10bc95c54069,train,False
v1,euphonia_052662d9603cfaf227915e7c696e5fe6.wav,euphonia,2609.0,/Users/skinner/Downloads/takeout-E407/euphonia_052662d9603cfaf227915e7c696e5fe6.wav,3.065,"(3.0, 10]",That really happened?,21.0,3.0,1572634581797.0,macbook_pro,bf6016d8106c34e800e9ceec75303a7a2aa505e8df3306d3afe45b63bc7cf289,37ed8012a6bf9ebb330464797d960ac7cb467bde2506376c01e3820ffe27e30d,4229a81ad9dab4d8795497e8d13bfa6df0cc83635048f9d01da5822dfd7a8b48,train,False
v1,euphonia_05296f0b1e16b1e0a1343a9df4c94668.wav,euphonia,1222.0,/Users/skinner/Downloads/takeout-E407/euphonia_05296f0b1e16b1e0a1343a9df4c94668.wav,3.344,"(3.0, 10]",volume 30%,10.0,2.0,1566607995284.0,macbook_pro,72494c693e51dbba30a98bd17485ee415486f71505c21466e9df5d70cce2040d,9f0ea687ce2816711293b329f30571ce2e5e2404514986461054e0d210f45072,49e68be4a266c53247b53cd0fb6d0475e1cd1ea204fbdac32a688052cb4cfbd4,train,False
v1,euphonia_0555938387e203a4b7b5fc59873a6b90.wav,euphonia,2627.0,/Users/skinner/Downloads/takeout-E407/euphonia_0555938387e203a4b7b5fc59873a6b90.wav,6.502,"(3.0, 10]",Something about them makes me happy.,36.0,6.0,1572634821530.0,macbook_pro,e6e6357ae683dc0b96ef013b2dc873f91c34018875cf74aa8864ce06cc64dd9f,e31a0fe3f64d3b75af9c184f426b011bef809bcaa2f8ee3ba6f579cac6773137,b9d977c4c63823d361be8159c72dc0ab9d44ff4c8cacfe2f45b675b2c6b61421,train,False
v1,euphonia_0584383d0c57516ebdb281e92387221b.wav,euphonia,762.0,/Users/skinner/Downloads/takeout-E407/euphonia_0584383d0c57516ebdb281e92387221b.wav,3.622,"(3.0, 10]",play Disney music,17.0,3.0,1566168494157.0,macbook_pro,d429e39cd7aacb5afaedea925d5ab12c06c4464f4c2ac1b93f201cdb7fcc496a,8068c8305c0d15d6725fad8840dbb18248077cafae8c5317ac0112049f7d1d42,9ed5953fae471960132cbc838f3c89c0251cfd0097eb8fbe3d67a2b387e3fe03,train,False
